dataset,method,mode,repetition,accuracy,balacc
Trace,SVM,pretrained-small,3,0.53,0.5777482499351828
Trace,SVM,pretrained-small,4,0.53,0.5777482499351828
Trace,SVM,pretrained-small,5,0.53,0.5777482499351828
Trace,SVM,pretrained-small,6,0.53,0.5777482499351828
Trace,SVM,pretrained-small,7,0.53,0.5777482499351828
Trace,SVM,pretrained-small,8,0.53,0.5777482499351828
Trace,SVM,pretrained-small,9,0.53,0.5777482499351828
Trace,SVM,pretrained-small,10,0.53,0.5777482499351828
ACSF1,SVM,fine-tune,1,0.32,0.32
ACSF1,NN,fine-tune,1,0.74,0.74
ACSF1,SVM,fine-tune,2,0.32,0.32
ACSF1,NN,fine-tune,2,0.71,0.7100000000000001
ACSF1,SVM,fine-tune,3,0.32,0.32
ACSF1,NN,fine-tune,3,0.71,0.7100000000000001
ACSF1,SVM,fine-tune,4,0.32,0.32
ACSF1,NN,fine-tune,4,0.7,0.7
ACSF1,SVM,fine-tune,5,0.32,0.32
ACSF1,NN,fine-tune,5,0.74,0.74
ACSF1,SVM,fine-tune,6,0.32,0.32
ACSF1,NN,fine-tune,6,0.73,0.73
ACSF1,SVM,fine-tune,7,0.32,0.32
ACSF1,NN,fine-tune,7,0.74,0.74
ACSF1,SVM,fine-tune,8,0.32,0.32
ACSF1,NN,fine-tune,8,0.76,0.76
ACSF1,SVM,fine-tune,9,0.32,0.32
ACSF1,NN,fine-tune,9,0.71,0.7100000000000001
ACSF1,SVM,fine-tune,10,0.32,0.32
ACSF1,NN,fine-tune,10,0.7,0.7
ACSF1,SVM,pretrained-small,1,0.4,0.4
ACSF1,SVM,pretrained-small,2,0.4,0.4
ACSF1,SVM,pretrained-small,3,0.4,0.4
ACSF1,SVM,pretrained-small,4,0.4,0.4
ACSF1,SVM,pretrained-small,5,0.4,0.4
ACSF1,SVM,pretrained-small,6,0.4,0.4
ACSF1,SVM,pretrained-small,7,0.4,0.4
ACSF1,SVM,pretrained-small,8,0.4,0.4
ACSF1,SVM,pretrained-small,9,0.4,0.4
ACSF1,SVM,pretrained-small,10,0.4,0.4
Car,SVM,fine-tune,1,0.5,0.5447513013302487
Car,NN,fine-tune,1,0.75,0.7454453441295548
Car,SVM,fine-tune,2,0.5,0.5447513013302487
Car,NN,fine-tune,2,0.7333333333333333,0.7275882012724117
Car,SVM,fine-tune,3,0.5,0.5447513013302487
Car,NN,fine-tune,3,0.75,0.7575910931174089
Car,SVM,fine-tune,4,0.5,0.5447513013302487
Car,NN,fine-tune,4,0.75,0.7528918449971082
Car,SVM,fine-tune,5,0.5,0.5447513013302487
Car,NN,fine-tune,5,0.7333333333333333,0.7397339502602661
Car,SVM,fine-tune,6,0.5,0.5447513013302487
Car,NN,fine-tune,6,0.6666666666666666,0.6688837478311163
Car,SVM,fine-tune,7,0.5,0.5447513013302487
Car,NN,fine-tune,7,0.7,0.7073452862926547
Car,SVM,fine-tune,8,0.5,0.5447513013302487
Car,NN,fine-tune,8,0.7333333333333333,0.7383603238866396
Car,SVM,fine-tune,9,0.5,0.5447513013302487
Car,NN,fine-tune,9,0.7333333333333333,0.7322874493927125
Car,SVM,fine-tune,10,0.5,0.5447513013302487
Car,NN,fine-tune,10,0.7333333333333333,0.7383603238866396
Car,SVM,pretrained-small,1,0.4666666666666667,0.5137362637362638
Car,SVM,pretrained-small,2,0.4666666666666667,0.5137362637362638
Car,SVM,pretrained-small,3,0.4666666666666667,0.5137362637362638
Car,SVM,pretrained-small,4,0.4666666666666667,0.5137362637362638
Car,SVM,pretrained-small,5,0.4666666666666667,0.5137362637362638
Car,SVM,pretrained-small,6,0.4666666666666667,0.5137362637362638
Car,SVM,pretrained-small,7,0.4666666666666667,0.5137362637362638
Car,SVM,pretrained-small,8,0.4666666666666667,0.5137362637362638
Car,SVM,pretrained-small,9,0.4666666666666667,0.5137362637362638
Car,SVM,pretrained-small,10,0.4666666666666667,0.5137362637362638
Haptics,SVM,fine-tune,1,0.3603896103896103,0.3552472423824768
Haptics,NN,fine-tune,1,0.4577922077922078,0.4578119411708262
Haptics,SVM,fine-tune,2,0.3603896103896103,0.3552472423824768
Haptics,NN,fine-tune,2,0.474025974025974,0.4768191225346092
Haptics,SVM,fine-tune,3,0.3603896103896103,0.3552472423824768
Haptics,NN,fine-tune,3,0.4967532467532468,0.4957749897502551
Haptics,SVM,fine-tune,4,0.3603896103896103,0.3552472423824768
Haptics,NN,fine-tune,4,0.4837662337662338,0.4877789875142115
Haptics,SVM,fine-tune,5,0.3603896103896103,0.3552472423824768
Haptics,NN,fine-tune,5,0.4577922077922078,0.4582012115779955
Haptics,SVM,fine-tune,6,0.3603896103896103,0.3552472423824768
Haptics,NN,fine-tune,6,0.5032467532467533,0.5025107513281053
Haptics,SVM,fine-tune,7,0.3603896103896103,0.3552472423824768
Haptics,NN,fine-tune,7,0.461038961038961,0.4643253414400819
Haptics,SVM,fine-tune,8,0.3603896103896103,0.3552472423824768
Haptics,NN,fine-tune,8,0.4805194805194805,0.4786985186574433
Haptics,SVM,fine-tune,9,0.3603896103896103,0.3552472423824768
Haptics,NN,fine-tune,9,0.4512987012987013,0.4491390068942255
Haptics,SVM,fine-tune,10,0.3603896103896103,0.3552472423824768
Haptics,NN,fine-tune,10,0.4577922077922078,0.4582977118353294
Haptics,SVM,pretrained-small,1,0.3506493506493506,0.3501659586346467
Haptics,SVM,pretrained-small,2,0.3506493506493506,0.3501659586346467
Haptics,SVM,pretrained-small,3,0.3506493506493506,0.3501659586346467
Haptics,SVM,pretrained-small,4,0.3506493506493506,0.3501659586346467
Haptics,SVM,pretrained-small,5,0.3506493506493506,0.3501659586346467
Haptics,SVM,pretrained-small,6,0.3506493506493506,0.3501659586346467
Haptics,SVM,pretrained-small,7,0.3506493506493506,0.3501659586346467
Haptics,SVM,pretrained-small,8,0.3506493506493506,0.3501659586346467
Haptics,SVM,pretrained-small,9,0.3506493506493506,0.3501659586346467
Haptics,SVM,pretrained-small,10,0.3506493506493506,0.3501659586346467
Rock,SVM,fine-tune,1,0.76,0.7896825396825398
Rock,NN,fine-tune,1,0.66,0.7182539682539683
Rock,SVM,fine-tune,2,0.76,0.7896825396825398
Rock,NN,fine-tune,2,0.64,0.7003968253968255
Rock,SVM,fine-tune,3,0.76,0.7896825396825398
Rock,NN,fine-tune,3,0.68,0.7361111111111112
Rock,SVM,fine-tune,4,0.76,0.7896825396825398
Rock,NN,fine-tune,4,0.72,0.7718253968253969
Rock,SVM,fine-tune,5,0.76,0.7896825396825398
Rock,NN,fine-tune,5,0.64,0.7003968253968255
Rock,SVM,fine-tune,6,0.76,0.7896825396825398
Rock,NN,fine-tune,6,0.68,0.7361111111111112
Rock,SVM,fine-tune,7,0.76,0.7896825396825398
Rock,NN,fine-tune,7,0.68,0.7420634920634921
Rock,SVM,fine-tune,8,0.76,0.7896825396825398
Rock,NN,fine-tune,8,0.66,0.7182539682539683
Rock,SVM,fine-tune,9,0.76,0.7896825396825398
Rock,NN,fine-tune,9,0.64,0.7063492063492063
Rock,SVM,fine-tune,10,0.76,0.7896825396825398
Rock,NN,fine-tune,10,0.66,0.7182539682539683
Rock,SVM,pretrained-small,1,0.82,0.8313492063492064
Rock,SVM,pretrained-small,2,0.82,0.8313492063492064
Rock,SVM,pretrained-small,3,0.82,0.8313492063492064
Rock,SVM,pretrained-small,4,0.82,0.8313492063492064
Rock,SVM,pretrained-small,5,0.82,0.8313492063492064
Rock,SVM,pretrained-small,6,0.82,0.8313492063492064
Rock,SVM,pretrained-small,7,0.82,0.8313492063492064
Rock,SVM,pretrained-small,8,0.82,0.8313492063492064
Rock,SVM,pretrained-small,9,0.82,0.8313492063492064
Rock,SVM,pretrained-small,10,0.82,0.8313492063492064
ToeSegmentation1,SVM,fine-tune,1,0.5526315789473685,0.5472222222222223
ToeSegmentation1,NN,fine-tune,1,0.8728070175438597,0.875
ToeSegmentation1,SVM,fine-tune,2,0.5526315789473685,0.5472222222222223
ToeSegmentation1,NN,fine-tune,2,0.8552631578947368,0.8555555555555556
ToeSegmentation1,SVM,fine-tune,3,0.5526315789473685,0.5472222222222223
ToeSegmentation1,NN,fine-tune,3,0.8464912280701754,0.8486111111111111
ToeSegmentation1,SVM,fine-tune,4,0.5526315789473685,0.5472222222222223
ToeSegmentation1,NN,fine-tune,4,0.8552631578947368,0.8541666666666667
ToeSegmentation1,SVM,fine-tune,5,0.5526315789473685,0.5472222222222223
ToeSegmentation1,NN,fine-tune,5,0.8157894736842105,0.8148148148148149
ToeSegmentation1,SVM,fine-tune,6,0.5526315789473685,0.5472222222222223
ToeSegmentation1,NN,fine-tune,6,0.8552631578947368,0.8574074074074074
ToeSegmentation1,SVM,fine-tune,7,0.5526315789473685,0.5472222222222223
ToeSegmentation1,NN,fine-tune,7,0.8552631578947368,0.8560185185185185
ToeSegmentation1,SVM,fine-tune,8,0.5526315789473685,0.5472222222222223
ToeSegmentation1,NN,fine-tune,8,0.8421052631578947,0.8439814814814814
ToeSegmentation1,SVM,fine-tune,9,0.5526315789473685,0.5472222222222223
ToeSegmentation1,NN,fine-tune,9,0.8508771929824561,0.8518518518518519
ToeSegmentation1,SVM,fine-tune,10,0.5526315789473685,0.5472222222222223
ToeSegmentation1,NN,fine-tune,10,0.8552631578947368,0.8560185185185185
ToeSegmentation1,SVM,pretrained-small,1,0.5833333333333334,0.5824074074074074
ToeSegmentation1,SVM,pretrained-small,2,0.5833333333333334,0.5824074074074074
ToeSegmentation1,SVM,pretrained-small,3,0.5833333333333334,0.5824074074074074
ToeSegmentation1,SVM,pretrained-small,4,0.5833333333333334,0.5824074074074074
ToeSegmentation1,SVM,pretrained-small,5,0.5833333333333334,0.5824074074074074
ToeSegmentation1,SVM,pretrained-small,6,0.5833333333333334,0.5824074074074074
ToeSegmentation1,SVM,pretrained-small,7,0.5833333333333334,0.5824074074074074
ToeSegmentation1,SVM,pretrained-small,8,0.5833333333333334,0.5824074074074074
ToeSegmentation1,SVM,pretrained-small,9,0.5833333333333334,0.5824074074074074
ToeSegmentation1,SVM,pretrained-small,10,0.5833333333333334,0.5824074074074074
EOGVerticalSignal,SVM,fine-tune,1,0.1022099447513812,0.1027128908663947
EOGVerticalSignal,NN,fine-tune,1,0.1878453038674033,0.1864170065504882
EOGVerticalSignal,SVM,fine-tune,2,0.1022099447513812,0.1027128908663947
EOGVerticalSignal,NN,fine-tune,2,0.1850828729281768,0.1843560746508466
EOGVerticalSignal,SVM,fine-tune,3,0.1022099447513812,0.1027128908663947
EOGVerticalSignal,NN,fine-tune,3,0.2044198895027624,0.2043752317389692
EOGVerticalSignal,SVM,fine-tune,4,0.1022099447513812,0.1027128908663947
EOGVerticalSignal,NN,fine-tune,4,0.2044198895027624,0.203639846743295
EOGVerticalSignal,SVM,fine-tune,5,0.1022099447513812,0.1027128908663947
EOGVerticalSignal,NN,fine-tune,5,0.1878453038674033,0.1868773946360153
EOGVerticalSignal,SVM,fine-tune,6,0.1022099447513812,0.1027128908663947
EOGVerticalSignal,NN,fine-tune,6,0.1933701657458563,0.1926183413669509
EOGVerticalSignal,SVM,fine-tune,7,0.1022099447513812,0.1027128908663947
EOGVerticalSignal,NN,fine-tune,7,0.1961325966850828,0.1952169076751946
EOGVerticalSignal,SVM,fine-tune,8,0.1022099447513812,0.1027128908663947
EOGVerticalSignal,NN,fine-tune,8,0.1988950276243093,0.1978865406006674
EOGVerticalSignal,SVM,fine-tune,9,0.1022099447513812,0.1027128908663947
EOGVerticalSignal,NN,fine-tune,9,0.218232044198895,0.2170745272525027
EOGVerticalSignal,SVM,fine-tune,10,0.1022099447513812,0.1027128908663947
EOGVerticalSignal,NN,fine-tune,10,0.2071823204419889,0.2061364479050797
EOGVerticalSignal,SVM,pretrained-small,1,0.0966850828729281,0.0972593004572982
EOGVerticalSignal,SVM,pretrained-small,2,0.0966850828729281,0.0972593004572982
EOGVerticalSignal,SVM,pretrained-small,3,0.0966850828729281,0.0972593004572982
EOGVerticalSignal,SVM,pretrained-small,4,0.0966850828729281,0.0972593004572982
EOGVerticalSignal,SVM,pretrained-small,5,0.0966850828729281,0.0972593004572982
EOGVerticalSignal,SVM,pretrained-small,6,0.0966850828729281,0.0972593004572982
EOGVerticalSignal,SVM,pretrained-small,7,0.0966850828729281,0.0972593004572982
EOGVerticalSignal,SVM,pretrained-small,8,0.0966850828729281,0.0972593004572982
EOGVerticalSignal,SVM,pretrained-small,9,0.0966850828729281,0.0972593004572982
EOGVerticalSignal,SVM,pretrained-small,10,0.0966850828729281,0.0972593004572982
ArrowHead,SVM,fine-tune,1,0.5714285714285714,0.5866374988606325
ArrowHead,NN,fine-tune,1,0.8,0.8061252392671588
ArrowHead,SVM,fine-tune,2,0.5714285714285714,0.5866374988606325
ArrowHead,NN,fine-tune,2,0.76,0.7693920335429768
ArrowHead,SVM,fine-tune,3,0.5714285714285714,0.5866374988606325
ArrowHead,NN,fine-tune,3,0.7714285714285715,0.7805122595934737
ArrowHead,SVM,fine-tune,4,0.5714285714285714,0.5866374988606325
ArrowHead,NN,fine-tune,4,0.7542857142857143,0.7674778962719898
ArrowHead,SVM,fine-tune,5,0.5714285714285714,0.5866374988606325
ArrowHead,NN,fine-tune,5,0.7542857142857143,0.7703946768753989
ArrowHead,SVM,fine-tune,6,0.5714285714285714,0.5866374988606325
ArrowHead,NN,fine-tune,6,0.7314285714285714,0.7423206635675873
ArrowHead,SVM,fine-tune,7,0.5714285714285714,0.5866374988606325
ArrowHead,NN,fine-tune,7,0.6914285714285714,0.7128794093519278
ArrowHead,SVM,fine-tune,8,0.5714285714285714,0.5866374988606325
ArrowHead,NN,fine-tune,8,0.7428571428571429,0.759274450824902
ArrowHead,SVM,fine-tune,9,0.5714285714285714,0.5866374988606325
ArrowHead,NN,fine-tune,9,0.7428571428571429,0.756357670221493
ArrowHead,SVM,fine-tune,10,0.5714285714285714,0.5866374988606325
ArrowHead,NN,fine-tune,10,0.7657142857142857,0.7727645611156685
ArrowHead,SVM,pretrained-small,1,0.5371428571428571,0.5503600401057333
ArrowHead,SVM,pretrained-small,2,0.5371428571428571,0.5503600401057333
ArrowHead,SVM,pretrained-small,3,0.5371428571428571,0.5503600401057333
ArrowHead,SVM,pretrained-small,4,0.5371428571428571,0.5503600401057333
ArrowHead,SVM,pretrained-small,5,0.5371428571428571,0.5503600401057333
ArrowHead,SVM,pretrained-small,6,0.5371428571428571,0.5503600401057333
ArrowHead,SVM,pretrained-small,7,0.5371428571428571,0.5503600401057333
ArrowHead,SVM,pretrained-small,8,0.5371428571428571,0.5503600401057333
ArrowHead,SVM,pretrained-small,9,0.5371428571428571,0.5503600401057333
ArrowHead,SVM,pretrained-small,10,0.5371428571428571,0.5503600401057333
SemgHandGenderCh2,SVM,fine-tune,1,0.6616666666666666,0.6287545787545787
SemgHandGenderCh2,NN,fine-tune,1,0.8183333333333334,0.7888278388278388
SemgHandGenderCh2,SVM,fine-tune,2,0.6616666666666666,0.6287545787545787
SemgHandGenderCh2,NN,fine-tune,2,0.8166666666666667,0.8018315018315019
SemgHandGenderCh2,SVM,fine-tune,3,0.6616666666666666,0.6287545787545787
SemgHandGenderCh2,NN,fine-tune,3,0.8066666666666666,0.7941391941391942
SemgHandGenderCh2,SVM,fine-tune,4,0.6616666666666666,0.6287545787545787
SemgHandGenderCh2,NN,fine-tune,4,0.765,0.7796703296703297
SemgHandGenderCh2,SVM,fine-tune,5,0.6616666666666666,0.6287545787545787
SemgHandGenderCh2,NN,fine-tune,5,0.7833333333333333,0.7860805860805861
SemgHandGenderCh2,SVM,fine-tune,6,0.6616666666666666,0.6287545787545787
SemgHandGenderCh2,NN,fine-tune,6,0.8083333333333333,0.7943223443223444
SemgHandGenderCh2,SVM,fine-tune,7,0.6616666666666666,0.6287545787545787
SemgHandGenderCh2,NN,fine-tune,7,0.8016666666666666,0.7902930402930404
SemgHandGenderCh2,SVM,fine-tune,8,0.6616666666666666,0.6287545787545787
SemgHandGenderCh2,NN,fine-tune,8,0.8033333333333333,0.7871794871794872
SemgHandGenderCh2,SVM,fine-tune,9,0.6616666666666666,0.6287545787545787
SemgHandGenderCh2,NN,fine-tune,9,0.7683333333333333,0.7602564102564102
SemgHandGenderCh2,SVM,fine-tune,10,0.6616666666666666,0.6287545787545787
SemgHandGenderCh2,NN,fine-tune,10,0.8183333333333334,0.800915750915751
SemgHandGenderCh2,SVM,pretrained-small,1,0.6216666666666667,0.5924908424908425
SemgHandGenderCh2,SVM,pretrained-small,2,0.6216666666666667,0.5924908424908425
SemgHandGenderCh2,SVM,pretrained-small,3,0.6216666666666667,0.5924908424908425
SemgHandGenderCh2,SVM,pretrained-small,4,0.6216666666666667,0.5924908424908425
SemgHandGenderCh2,SVM,pretrained-small,5,0.6216666666666667,0.5924908424908425
SemgHandGenderCh2,SVM,pretrained-small,6,0.6216666666666667,0.5924908424908425
SemgHandGenderCh2,SVM,pretrained-small,7,0.6216666666666667,0.5924908424908425
SemgHandGenderCh2,SVM,pretrained-small,8,0.6216666666666667,0.5924908424908425
SemgHandGenderCh2,SVM,pretrained-small,9,0.6216666666666667,0.5924908424908425
SemgHandGenderCh2,SVM,pretrained-small,10,0.6216666666666667,0.5924908424908425
FaceFour,SVM,fine-tune,1,0.3636363636363636,0.4230769230769231
FaceFour,NN,fine-tune,1,0.6136363636363636,0.6468531468531469
FaceFour,SVM,fine-tune,2,0.3636363636363636,0.4230769230769231
FaceFour,NN,fine-tune,2,0.6818181818181818,0.7097902097902098
FaceFour,SVM,fine-tune,3,0.3636363636363636,0.4230769230769231
FaceFour,NN,fine-tune,3,0.6022727272727273,0.6424825174825175
FaceFour,SVM,fine-tune,4,0.3636363636363636,0.4230769230769231
FaceFour,NN,fine-tune,4,0.5795454545454546,0.625
FaceFour,SVM,fine-tune,5,0.3636363636363636,0.4230769230769231
FaceFour,NN,fine-tune,5,0.6818181818181818,0.7062937062937064
FaceFour,SVM,fine-tune,6,0.3636363636363636,0.4230769230769231
FaceFour,NN,fine-tune,6,0.6477272727272727,0.6826923076923077
FaceFour,SVM,fine-tune,7,0.3636363636363636,0.4230769230769231
FaceFour,NN,fine-tune,7,0.6590909090909091,0.6940559440559441
FaceFour,SVM,fine-tune,8,0.3636363636363636,0.4230769230769231
FaceFour,NN,fine-tune,8,0.6022727272727273,0.6389860139860141
FaceFour,SVM,fine-tune,9,0.3636363636363636,0.4230769230769231
FaceFour,NN,fine-tune,9,0.625,0.659965034965035
FaceFour,SVM,fine-tune,10,0.3636363636363636,0.4230769230769231
FaceFour,NN,fine-tune,10,0.625,0.6617132867132868
FaceFour,SVM,pretrained-small,1,0.3181818181818182,0.3763736263736263
FaceFour,SVM,pretrained-small,2,0.3181818181818182,0.3763736263736263
FaceFour,SVM,pretrained-small,3,0.3181818181818182,0.3763736263736263
FaceFour,SVM,pretrained-small,4,0.3181818181818182,0.3763736263736263
FaceFour,SVM,pretrained-small,5,0.3181818181818182,0.3763736263736263
FaceFour,SVM,pretrained-small,6,0.3181818181818182,0.3763736263736263
FaceFour,SVM,pretrained-small,7,0.3181818181818182,0.3763736263736263
FaceFour,SVM,pretrained-small,8,0.3181818181818182,0.3763736263736263
FaceFour,SVM,pretrained-small,9,0.3181818181818182,0.3763736263736263
FaceFour,SVM,pretrained-small,10,0.3181818181818182,0.3763736263736263
Ham,SVM,fine-tune,1,0.638095238095238,0.6345315904139434
Ham,NN,fine-tune,1,0.5523809523809524,0.5533769063180828
Ham,SVM,fine-tune,2,0.638095238095238,0.6345315904139434
Ham,NN,fine-tune,2,0.5714285714285714,0.5729847494553377
Ham,SVM,fine-tune,3,0.638095238095238,0.6345315904139434
Ham,NN,fine-tune,3,0.6190476190476191,0.6209150326797386
Ham,SVM,fine-tune,4,0.638095238095238,0.6345315904139434
Ham,NN,fine-tune,4,0.6285714285714286,0.6290849673202614
Ham,SVM,fine-tune,5,0.638095238095238,0.6345315904139434
Ham,NN,fine-tune,5,0.580952380952381,0.5816993464052287
Ham,SVM,fine-tune,6,0.638095238095238,0.6345315904139434
Ham,NN,fine-tune,6,0.5238095238095238,0.525599128540305
Ham,SVM,fine-tune,7,0.638095238095238,0.6345315904139434
Ham,NN,fine-tune,7,0.638095238095238,0.6405228758169934
Ham,SVM,fine-tune,8,0.638095238095238,0.6345315904139434
Ham,NN,fine-tune,8,0.6,0.6013071895424837
Ham,SVM,fine-tune,9,0.638095238095238,0.6345315904139434
Ham,NN,fine-tune,9,0.5904761904761905,0.5920479302832244
Ham,SVM,fine-tune,10,0.638095238095238,0.6345315904139434
Ham,NN,fine-tune,10,0.5428571428571428,0.5457516339869282
Ham,SVM,pretrained-small,1,0.6952380952380952,0.6922657952069717
Ham,SVM,pretrained-small,2,0.6952380952380952,0.6922657952069717
Ham,SVM,pretrained-small,3,0.6952380952380952,0.6922657952069717
Ham,SVM,pretrained-small,4,0.6952380952380952,0.6922657952069717
Ham,SVM,pretrained-small,5,0.6952380952380952,0.6922657952069717
Ham,SVM,pretrained-small,6,0.6952380952380952,0.6922657952069717
Ham,SVM,pretrained-small,7,0.6952380952380952,0.6922657952069717
Ham,SVM,pretrained-small,8,0.6952380952380952,0.6922657952069717
Ham,SVM,pretrained-small,9,0.6952380952380952,0.6922657952069717
Ham,SVM,pretrained-small,10,0.6952380952380952,0.6922657952069717
ShapesAll,SVM,fine-tune,1,0.475,0.475
ShapesAll,NN,fine-tune,1,0.785,0.7849999999999999
ShapesAll,SVM,fine-tune,2,0.475,0.475
ShapesAll,NN,fine-tune,2,0.8,0.8
ShapesAll,SVM,fine-tune,3,0.475,0.475
ShapesAll,NN,fine-tune,3,0.795,0.7949999999999999
ShapesAll,SVM,fine-tune,4,0.475,0.475
ShapesAll,NN,fine-tune,4,0.7883333333333333,0.7883333333333332
ShapesAll,SVM,fine-tune,5,0.475,0.475
ShapesAll,NN,fine-tune,5,0.81,0.81
ShapesAll,SVM,fine-tune,6,0.475,0.475
ShapesAll,NN,fine-tune,6,0.8,0.7999999999999997
ShapesAll,SVM,fine-tune,7,0.475,0.475
ShapesAll,NN,fine-tune,7,0.7983333333333333,0.7983333333333332
ShapesAll,SVM,fine-tune,8,0.475,0.475
ShapesAll,NN,fine-tune,8,0.7966666666666666,0.7966666666666666
ShapesAll,SVM,fine-tune,9,0.475,0.475
ShapesAll,NN,fine-tune,9,0.7933333333333333,0.7933333333333333
ShapesAll,SVM,fine-tune,10,0.475,0.475
ShapesAll,NN,fine-tune,10,0.8083333333333333,0.8083333333333332
ShapesAll,SVM,pretrained-small,1,0.3766666666666666,0.3766666666666667
ShapesAll,SVM,pretrained-small,2,0.3766666666666666,0.3766666666666667
ShapesAll,SVM,pretrained-small,3,0.3766666666666666,0.3766666666666667
ShapesAll,SVM,pretrained-small,4,0.3766666666666666,0.3766666666666667
ShapesAll,SVM,pretrained-small,5,0.3766666666666666,0.3766666666666667
ShapesAll,SVM,pretrained-small,6,0.3766666666666666,0.3766666666666667
ShapesAll,SVM,pretrained-small,7,0.3766666666666666,0.3766666666666667
ShapesAll,SVM,pretrained-small,8,0.3766666666666666,0.3766666666666667
ShapesAll,SVM,pretrained-small,9,0.3766666666666666,0.3766666666666667
ShapesAll,SVM,pretrained-small,10,0.3766666666666666,0.3766666666666667
ScreenType,SVM,fine-tune,1,0.368,0.368
ScreenType,NN,fine-tune,1,0.5173333333333333,0.5173333333333333
ScreenType,SVM,fine-tune,2,0.368,0.368
